年,月,日,时,分,总辐射(W/㎡),直接辐射(W/㎡),散辐射(W/㎡),风速(m/s),风向(°),环境温度(°C),湿度(%RH)
2013,9,2,0,0,104.2,533.1,34,16.73,27.07,4.718,72.79
2013,9,2,0,5,119.4,561.8,36.64,16.89,26.79,4.62,72.69
2013,9,2,0,10,134.2,584.6,39.01,17.08,26.23,4.468,71.89
2013,9,2,0,15,149.9,609.9,41.09,17.3,25.65,5.376,71.87
2013,9,2,0,20,166.2,634.4,43.09,17.54,25.31,4.865,72.21
2013,9,2,0,25,182.4,654.9,45.17,17.7,24.96,3.632,68.33
2013,9,2,0,30,198.3,673.6,46.71,17.99,24.31,3.181,70.22
2013,9,2,0,35,213.4,684,48.91,18.21,23.8,3.642,70.74
2013,9,2,0,40,228.3,695.8,50.36,18.38,23.58,3.967,71.72
2013,9,2,0,45,243.6,708.1,51.67,18.75,22.86,3.208,66.85
2013,9,2,0,50,259.5,721.7,52.85,19.13,22.43,2.771,70.64
2013,9,2,0,55,274.8,732,54.15,19.3,22.24,1.93,69.44
2013,9,2,1,0,289.8,738.6,56.08,19.61,21.65,2.83,73.78
2013,9,2,1,5,306.8,753.7,56.98,20,20.94,1.988,61.7
2013,9,2,1,10,322,763.5,57.66,20.15,20.88,2.092,40.68
2013,9,2,1,15,337.8,772.9,58.78,20.25,20.81,2.393,36.95
2013,9,2,1,20,353.7,783.1,59.65,20.31,20.47,3.043,339.4
2013,9,2,1,25,368.9,792.4,59.91,20.11,20.7,3.395,297.4
2013,9,2,1,30,382.8,795.6,61.16,20.13,20.77,3.674,276.3
2013,9,2,1,35,398.3,804,61.98,19.97,20.94,3.634,276.2
2013,9,2,1,40,413.5,811,62.73,19.96,21.03,4.164,276
2013,9,2,1,45,429.6,821,63.39,19.91,21.14,4.154,275.2
2013,9,2,1,50,445.2,829,63.94,19.83,21.34,4.391,274.9
2013,9,2,1,55,460.6,837,64.09,19.93,21.23,4.452,270.1
2013,9,2,2,0,475.2,843,64.76,19.87,21.18,4.146,273
2013,9,2,2,5,490.8,851,65.11,19.84,21.27,4.002,271.5
2013,9,2,2,10,505.8,858,65.71,20.01,21.19,4.257,273.7
2013,9,2,2,15,519.4,862,66.27,20.32,20.95,4.09,273
2013,9,2,2,20,534.3,869,66.58,20.32,20.82,3.964,271.3
2013,9,2,2,25,548.3,875,66.72,20.34,20.82,3.949,278.6
2013,9,2,2,30,562.5,880,67.4,20.6,20.49,3.512,284.4
2013,9,2,2,35,575.4,884,67.52,20.82,20.24,3.895,278.5
2013,9,2,2,40,588.8,888,68.04,21,20.05,3.719,277.1
2013,9,2,2,45,602.8,895,68.07,21.17,19.93,3.581,286.4
2013,9,2,2,50,615.9,899,68.46,21.26,19.81,3.818,279.9
2013,9,2,2,55,628.9,904,68.59,21.23,19.79,3.693,290
2013,9,2,3,0,640.6,906,69.57,21.3,19.69,3.179,286.6
2013,9,2,3,5,652.1,906,71.38,21.31,19.59,3.605,265
2013,9,2,3,10,664.3,909,72.56,21.81,19.11,4.132,266.4
2013,9,2,3,15,675.8,912,72.73,21.92,18.99,3.229,275.9
2013,9,2,3,20,686.8,915,73.02,21.99,18.96,3.845,274.1
2013,9,2,3,25,696.7,916,73.48,21.83,19.32,3.299,253.4
2013,9,2,3,30,707.9,921,73.11,22.34,18.73,3.949,261.5
2013,9,2,3,35,718.4,922,74.77,22.07,19.23,4.082,260.8
2013,9,2,3,40,728.2,923,75.99,22.25,19.08,3.826,259.8
2013,9,2,3,45,737.4,926,75.65,22.78,18.45,4.369,273.7
2013,9,2,3,50,748.2,929,77.12,22.45,18.72,3.453,273.6
2013,9,2,3,55,756.6,931,76.93,22.61,18.62,3.552,265.2
2013,9,2,4,0,765.6,934,76.2,23.23,18.14,4.26,248.5
2013,9,2,4,5,775.1,940,75.3,23.1,17.87,3.991,264.5
2013,9,2,4,10,783.3,941,76.1,23.22,17.55,3.416,267.9
2013,9,2,4,15,791.3,943,76.66,23.45,17.45,4.098,255.4
2013,9,2,4,20,798.4,944,76.87,23.45,17.3,4.186,256.9
2013,9,2,4,25,806,948,76.6,23.82,16.6,3.717,264.1
2013,9,2,4,30,814,951,76.98,24.14,15.94,4.7,260.2
2013,9,2,4,35,820,952,76.6,23.95,16.5,4.377,252.8
2013,9,2,4,40,826,954,76.78,24.38,16.03,4.745,254.3
2013,9,2,4,45,832,957,76.42,24.56,15.65,4.052,281.1
2013,9,2,4,50,836,955,77.66,24.28,16.27,4.625,268.1
2013,9,2,4,55,842,959,77.23,24.03,16.51,3.863,242.7
2013,9,2,5,0,847,960,78.28,24.85,16.06,4.878,251.9
2013,9,2,5,5,848,957,78.49,24.96,16.08,4.857,248.7
2013,9,2,5,10,852,958,79.21,24.53,15.7,4.119,260.9
2013,9,2,5,15,856,959,80.4,24.94,15.6,5.424,267.8
2013,9,2,5,20,858,959,79.68,24.82,15.77,3.773,254
2013,9,2,5,25,864,964,79.27,25.03,15.97,5.224,236.6
2013,9,2,5,30,866,964,80.3,25.21,15.62,5.136,229
2013,9,2,5,35,865,964,78.85,25.39,15.3,4.604,243.5
2013,9,2,5,40,864,961,79.4,25.62,15.32,5.206,248
2013,9,2,5,45,864,956,82.7,25.83,15,5.752,263
2013,9,2,5,50,867,964,79.94,25.42,14.36,4.649,283.8
2013,9,2,5,55,865,960,80.6,25.13,14.86,3.482,286.2
2013,9,2,6,0,863,960,80.3,25.27,14.82,5.381,265.9
2013,9,2,6,5,860,956,81,25.51,15.03,4.3,243.6
2013,9,2,6,10,861,959,80.6,25.68,14.47,5.158,256.2
2013,9,2,6,15,862,963,80.1,25.94,14.28,4.63,257.8
2013,9,2,6,20,859,962,79.94,25.45,14.53,3.826,251.2
2013,9,2,6,25,855,960,79.72,25.63,14.4,2.694,211.8
2013,9,2,6,30,853,960,79.47,26.13,14.45,4.63,259.8
2013,9,2,6,35,853,965,78.55,26.35,14.41,4.574,245.8
2013,9,2,6,40,846,960,79.11,26.46,14.12,4.505,235.9
2013,9,2,6,45,842,958,80,26.6,13.98,4.681,224.6
2013,9,2,6,50,833,954,78.85,26.15,14.1,4.404,227
2013,9,2,6,55,829,953,79.08,26.12,14.23,5.456,255.3
2013,9,2,7,0,825,954,79.17,25.98,14.24,4.91,228.1
2013,9,2,7,5,818,951,79.23,26.06,14.07,4.087,264
2013,9,2,7,10,814,953,78.52,25.89,14.04,3.863,260.8
2013,9,2,7,15,807,952,77.54,25.86,14.15,4.417,240.3
2013,9,2,7,20,799.3,949,78.37,26.67,13.76,4.329,230
2013,9,2,7,25,790.5,946,77.76,26.6,13.75,4.724,233.2
2013,9,2,7,30,782.6,945,77.09,26.29,13.78,3.775,245.3
2013,9,2,7,35,774.1,941,78.03,26.81,13.2,4.135,239.8
2013,9,2,7,40,767.2,942,77.13,26.24,13.29,3.493,268.7
2013,9,2,7,45,757.1,938,77.24,26.32,13.17,3.36,229.6
2013,9,2,7,50,748.3,937,76.69,26.28,13.18,4.572,236.6
2013,9,2,7,55,738.7,935,75.96,26.02,13.61,3.11,230.3
2013,9,2,8,0,727.2,930,76,26.65,13.28,4.684,230.3
2013,9,2,8,5,715.4,924,75.99,26.62,13.27,3.275,223.9
2013,9,2,8,10,706.3,923,75.88,26.48,13.19,3.256,275.2
2013,9,2,8,15,695.1,920,75.68,26.93,12.87,4.779,239.7
2013,9,2,8,20,681.5,912,75.94,26.03,13.07,4.082,254
2013,9,2,8,25,670,910,75.25,26.03,13.03,3.421,254.9
2013,9,2,8,30,658,905,75.37,26.35,12.9,3.213,237.5
2013,9,2,8,35,644.3,899,74.86,26.41,12.82,3.032,226.9
2013,9,2,8,40,631.9,894,74.87,27.12,12.19,3.941,213.9
2013,9,2,8,45,619.5,891,74.44,27.09,12.23,3.709,224.8
2013,9,2,8,50,605.9,885,73.95,27.06,12.01,4.905,237.8
2013,9,2,8,55,593.4,882,73.49,26.53,12.37,3.158,249.4
2013,9,2,9,0,580.5,878,73.02,26.51,12.5,3.528,260.4
2013,9,2,9,5,566.2,872,72.47,27.24,12.14,2.356,220.9
2013,9,2,9,10,551.7,866,72.3,27.58,11.76,3.941,234.5
2013,9,2,9,15,538.1,861,71.72,26.35,12.41,3.695,266.5
2013,9,2,9,20,524.9,856,71.91,26.55,12.43,3.759,243.8
2013,9,2,9,25,510.5,851,71.19,26.33,12.51,3.693,260.6
2013,9,2,9,30,495.2,845,69.9,26.42,12.37,3.89,243.5
2013,9,2,9,35,481.1,839,70.03,26.66,12.18,3.842,220.1
2013,9,2,9,40,466.1,831,69.6,26.62,12.15,3.53,224.4
2013,9,2,9,45,450.9,824,68.93,26.75,12.07,3.893,232.3
2013,9,2,9,50,435.4,816,68.41,26.74,12.03,3.895,237.8
2013,9,2,9,55,419.4,807,67.58,26.26,12.33,2.814,227.4
2013,9,2,10,0,403.4,799.5,65.99,26.62,12.16,3.805,248.3
2013,9,2,10,5,387.7,790.6,65.31,26.55,12.17,3.956,244.7
2013,9,2,10,10,371.8,780.9,64.47,26.47,12.12,3.546,237.7
2013,9,2,10,15,356.1,770.3,64.05,26.57,12.14,3.504,217.8
2013,9,2,10,20,339.6,755.9,63.99,26.62,12.26,3.237,231.2
2013,9,2,10,25,324.2,744.9,63.64,26.4,12.66,3.722,229.8
2013,9,2,10,30,308.2,735,61.95,26.51,12.5,3.237,225.1
2013,9,2,10,35,293.2,725.1,61.08,26.19,12.66,3.871,245.3
2013,9,2,10,40,276.3,710.2,59.6,26.41,12.6,4.002,239.1
2013,9,2,10,45,260.3,696.3,58.36,26.12,12.79,3.688,234.5
2013,9,2,10,50,244.4,683.1,56.78,26.17,12.71,3.448,249.4
2013,9,2,10,55,228.6,666.6,55.7,26.31,12.61,3.136,244.4
2013,9,2,11,0,213.3,652.9,53.95,26.3,12.56,3.267,233.2
2013,9,2,11,5,196.4,632.4,51.81,26.05,12.66,3.112,230.1
2013,9,2,11,10,181.1,616.4,49.69,25.98,12.61,3.277,239.5
2013,9,2,11,15,165.6,595.4,47.96,26.01,12.59,2.271,240.3
2013,9,2,11,20,150,573.1,45.68,26,12.51,2.998,232.3
2013,9,2,11,25,134.5,548,43.28,25.62,12.6,3.387,238.3
2013,9,2,11,30,120.1,524.7,41.03,25.55,12.63,2.654,252.8
2013,9,2,11,35,107.5,509.5,38.59,25.61,12.52,2.337,236.3
2013,9,2,11,40,94.4,492.3,35.54,25.5,12.69,3.597,257.3
2013,9,2,11,45,78.48,443.4,32.31,25.2,12.85,3.035,254.4
2013,9,2,11,50,62.94,385.2,28.8,25.19,12.75,3.317,248.8
2013,9,2,11,55,48.33,313,25.36,24.94,12.81,3.368,252.7
2013,9,2,12,0,34.77,206.9,22.61,24.83,12.82,2.982,251.7
2013,9,2,12,5,22.51,38.37,20.76,24.69,12.81,2.303,250.6
2013,9,2,12,10,12.88,0,12.88,24.54,12.82,2.185,251.5
2013,9,2,12,15,5.298,0,5.298,24.4,12.93,2.01,253.1
2013,9,2,12,20,6.028,0,6.028,24.22,13.18,2.137,257.6
2013,9,2,12,25,4.262,0,4.262,24.06,13.38,1.775,259.9
2013,9,2,12,30,1.952,0,1.952,23.88,13.41,1.858,264.9
2013,9,2,12,35,0.874,0,0.874,23.69,13.57,1.466,266.7
2013,9,2,12,40,0.76,0,0.76,23.31,13.94,1.368,278.4
2013,9,2,12,45,0.433,0,0.433,22.79,14.29,1.203,292.8
2013,9,2,12,50,0.351,0,0.351,22.31,14.63,1.014,313.1
2013,9,2,12,55,0.237,0,0.237,21.99,14.96,1.032,324.6
2013,9,2,13,0,0.278,0,0.278,21.82,15.1,1.149,335.6
2013,9,2,13,5,0,0,0,21.58,15.28,1.24,353.6
2013,9,2,13,10,0,0,0,21.53,15.33,1.304,5.341
2013,9,2,13,15,0,0,0,21.67,15.15,1.448,12.66
2013,9,2,13,20,0,0,0,21.61,15.33,1.496,30.26
2013,9,2,13,25,0,0,0,21.4,15.49,1.562,35.12
2013,9,2,13,30,0.008,0,0.008,21.38,15.37,1.536,32.29
2013,9,2,13,35,0,0,0,21.38,15.33,1.605,36.49
2013,9,2,13,40,0,0,0,21.25,15.47,1.586,42.09
2013,9,2,13,45,0,0,0,21.19,15.44,1.823,39.87
2013,9,2,13,50,0,0,0,21.2,15.39,1.735,39.66
2013,9,2,13,55,0,0,0,21.13,15.4,1.719,40.63
2013,9,2,14,0,0,0,0,21.09,15.38,1.757,41.41
2013,9,2,14,5,0,0,0,20.99,15.46,1.935,40.84
2013,9,2,14,10,0,0,0,20.88,15.64,1.695,46.93
2013,9,2,14,15,0,0,0,20.71,15.9,1.631,50.56
2013,9,2,14,20,0,0,0,20.7,15.96,1.597,47.59
2013,9,2,14,25,0,0,0,20.73,15.68,1.967,44.6
2013,9,2,14,30,0,0,0,20.8,15.43,2.119,37.7
2013,9,2,14,35,0,0,0,20.77,15.33,1.895,38.31
2013,9,2,14,40,0,0,0,20.74,15.28,1.879,42.2
2013,9,2,14,45,0,0,0,20.63,15.46,1.517,51.67
2013,9,2,14,50,0,0,0,20.55,15.5,1.442,54.15
2013,9,2,14,55,0,0,0,20.57,15.41,1.541,60.91
2013,9,2,15,0,0,0,0,20.33,15.72,2.758,71.68
2013,9,2,15,5,0,0,0,19.87,16.54,2.729,72.62
2013,9,2,15,10,0,0,0,19.85,16.66,2.715,72.91
2013,9,2,15,15,0,0,0,19.89,16.58,2.654,64.01
2013,9,2,15,20,0,0,0,19.96,16.5,2.332,67.15
2013,9,2,15,25,0,0,0,20.25,16.36,2.271,70.92
2013,9,2,15,30,0,0,0,20.39,16.48,2.417,74.4
2013,9,2,15,35,0,0,0,20.24,16.79,3.163,72.47
2013,9,2,15,40,0,0,0,20.2,16.97,3.525,71.05
2013,9,2,15,45,0.294,0,0.294,20.17,17.03,3.325,71.83
2013,9,2,15,50,0.27,0,0.27,20.23,16.95,3.224,70.42
2013,9,2,15,55,0,0,0,20.35,16.81,3.546,71.23
2013,9,2,16,0,0,0,0,20.25,16.86,3.315,74.17
2013,9,2,16,5,0.008,0,0.008,20.2,16.84,3.482,72.12
2013,9,2,16,10,0,0,0,20.3,16.66,3.903,71.29
2013,9,2,16,15,0,0,0,20.39,16.44,3.485,68.96
2013,9,2,16,20,0,0,0,20.69,16.05,4.5,74.47
2013,9,2,16,25,0,0,0,20.59,16.07,4.127,70.79
2013,9,2,16,30,0,0,0,20.51,16.11,4.233,73.59
2013,9,2,16,35,0,0,0,20.47,16.1,4.028,71.65
2013,9,2,16,40,0,0,0,20.56,15.97,4.468,71.22
2013,9,2,16,45,0,0,0,20.6,15.87,4.151,72.38
2013,9,2,16,50,0,0,0,20.62,15.79,3.738,72.79
2013,9,2,16,55,0,0,0,20.53,15.88,3.554,72.23
2013,9,2,17,0,0,0,0,20.47,15.9,3.184,71.32
2013,9,2,17,5,0,0,0,20.33,16.03,3.203,72.39
2013,9,2,17,10,0,0,0,20.35,16.02,3.576,70.68
2013,9,2,17,15,0,0,0,20.16,16.21,4.308,70.98
2013,9,2,17,20,0.008,0,0.008,19.96,16.36,4.945,73.41
2013,9,2,17,25,0.008,0,0.008,19.84,16.46,4.977,74.14
2013,9,2,17,30,0,0,0,20.25,16.02,4.156,71.57
2013,9,2,17,35,0.106,0,0.106,20.4,15.85,4.305,70.18
2013,9,2,17,40,0.074,0,0.074,20.44,15.76,4.763,73.91
2013,9,2,17,45,0,0,0,20.26,15.86,5.009,73.54
2013,9,2,17,50,0,0,0,20.03,16.09,5.144,76.75
2013,9,2,17,55,0,0,0,20.11,16.02,5.341,74.24
2013,9,2,18,0,0.008,0,0.008,20.19,15.93,5.432,73.94
2013,9,2,18,5,0,0,0,20.1,16,5.184,74.07
2013,9,2,18,10,0,0,0,20.33,15.78,5.81,71.85
2013,9,2,18,15,0,0,0,20.4,15.7,5.126,71.99
2013,9,2,18,20,0.008,0,0.008,20.39,15.7,5.15,71.79
2013,9,2,18,25,0,0,0,20.33,15.72,4.937,71.47
2013,9,2,18,30,0,0,0,20.33,15.71,4.873,72.15
2013,9,2,18,35,0,0,0,20.26,15.76,5.075,69.25
2013,9,2,18,40,0,0,0,20.2,15.81,4.793,71.6
2013,9,2,18,45,0.008,0,0.008,20.13,15.83,4.921,71.07
2013,9,2,18,50,0,0,0,19.98,15.94,4.974,74.6
2013,9,2,18,55,0,0,0,19.95,15.95,5.128,74.05
2013,9,2,19,0,0,0,0,20.05,15.82,5.379,73.26
2013,9,2,19,5,0,0,0,19.96,15.87,5.126,73.53
2013,9,2,19,10,0,0,0,19.75,16.02,5.075,75.92
2013,9,2,19,15,0,0,0,19.83,15.88,5.219,74.24
2013,9,2,19,20,0,0,0,19.8,15.88,5.435,74.53
2013,9,2,19,25,0,0,0,19.84,15.8,5.384,74.66
2013,9,2,19,30,0,0,0,19.84,15.7,5.445,75.2
2013,9,2,19,35,0,0,0,19.95,15.53,5.674,73.42
2013,9,2,19,40,0,0,0,20.02,15.43,5.467,73.79
2013,9,2,19,45,0,0,0,19.99,15.41,5.408,75.21
2013,9,2,19,50,0,0,0,19.89,15.48,5.581,73.09
2013,9,2,19,55,0,0,0,19.89,15.46,5.272,75.77
2013,9,2,20,0,0,0,0,19.88,15.43,5.453,74.4
2013,9,2,20,5,0.008,0,0.008,19.84,15.43,5.232,74.71
2013,9,2,20,10,0,0,0,19.82,15.4,5.475,73.94
2013,9,2,20,15,0,0,0,19.94,15.28,5.357,73.48
2013,9,2,20,20,0,0,0,20,15.17,5.656,73.04
2013,9,2,20,25,0,0,0,20.03,15.09,5.61,74.38
2013,9,2,20,30,0,0,0,20,15.06,5.36,76.22
2013,9,2,20,35,0.016,0,0.016,19.9,15.11,4.939,75.24
2013,9,2,20,40,0,0,0,19.88,15.07,5.128,74.25
2013,9,2,20,45,0,0,0,19.91,15,4.859,73.02
2013,9,2,20,50,0,0,0,19.88,15.03,5.187,74.36
2013,9,2,20,55,0,0,0,19.83,15.04,5.04,74.56
2013,9,2,21,0,0,0,0,19.76,15.08,4.921,74.76
2013,9,2,21,5,0,0,0,19.82,14.98,5.043,72.6
2013,9,2,21,10,0.008,0,0.008,19.81,14.96,4.907,72.78
2013,9,2,21,15,0,0,0,19.85,14.84,5.187,72.26
2013,9,2,21,20,0,0,0,19.74,14.91,5.032,73.72
2013,9,2,21,25,0,0,0,19.94,14.74,5.283,74.25
2013,9,2,21,30,0,0,0,19.79,14.91,4.998,75.04
2013,9,2,21,35,0,0,0,19.55,15.15,3.733,82
2013,9,2,21,40,0,0,0,19.46,15.25,3.549,85.8
2013,9,2,21,45,0,0,0,19.19,15.39,2.401,97.7
2013,9,2,21,50,0,0,0,19.21,15.39,1.453,124.4
2013,9,2,21,55,0,0,0,18.67,16.06,0.939,147.2
2013,9,2,22,0,0,0,0,18.29,17,1.098,313.2
2013,9,2,22,5,0,0,0,17.17,18.38,0.679,280.3
2013,9,2,22,10,0,0,0,16.84,18.61,0.587,334.2
2013,9,2,22,15,0,0,0,16.99,17.99,1.373,356.3
2013,9,2,22,20,0,0,0,18.27,16.42,1.687,55.68
2013,9,2,22,25,0,0,0,18.96,15.73,2.811,67.01
2013,9,2,22,30,0,0,0,19.29,15.4,3.933,68
2013,9,2,22,35,0,0,0,19.4,15.33,4.337,73.44
2013,9,2,22,40,0,0,0,19.47,15.32,4.132,70.99
2013,9,2,22,45,0,0,0,19.47,15.31,4.372,71.97
2013,9,2,22,50,0,0,0,19.32,15.48,4.124,72.64
2013,9,2,22,55,0.016,0,0.016,19.14,15.7,3.512,69.88
2013,9,2,23,0,0.278,0,0.278,18.94,15.89,3.102,69.28
2013,9,2,23,5,1.194,0,1.194,18.86,15.99,3.818,67.69
2013,9,2,23,10,2.355,0,2.355,18.89,15.94,3.421,69.15
2013,9,2,23,15,3.377,0,3.377,18.89,15.9,3.626,67.94
2013,9,2,23,20,2.484,0,2.484,18.94,15.83,3.791,70.9
2013,9,2,23,25,4.159,0,4.159,18.87,15.89,3.829,70.07
2013,9,2,23,30,8.1,0,8.1,18.93,15.87,4.154,72.59
2013,9,2,23,35,13.37,1.54,13.28,18.88,15.91,3.895,69.22
2013,9,2,23,40,36.83,224.1,21.53,18.96,15.81,3.448,71.96
2013,9,2,23,45,52.49,346.7,24,19.02,15.75,3.562,70.47
2013,9,2,23,50,67.81,419,26.9,19.08,15.69,3.941,70.55
2013,9,2,23,55,84.5,481.7,30.07,19.17,15.6,4.108,70.5
2013,9,3,0,0,99.3,514.9,33.06,19.29,15.52,3.98,75.1
2013,9,3,0,5,113.9,541,35.94,19.51,15.38,4.588,70.12
2013,9,3,0,10,128.7,566.6,38.21,19.75,15.2,4.702,72.17
2013,9,3,0,15,144.3,592.2,40.47,19.87,15.13,4.516,73.75
2013,9,3,0,20,160.1,617.1,42.33,20.14,14.95,4.34,73.13
2013,9,3,0,25,176.2,640.6,43.99,20.42,14.76,3.956,70.5
2013,9,3,0,30,191.8,658.1,45.8,20.63,14.6,3.943,71.44
2013,9,3,0,35,207.8,674.5,47.77,20.78,14.5,3.746,71.8
2013,9,3,0,40,223.1,687.5,49.43,21,14.42,3.789,71.69
2013,9,3,0,45,238.6,700.5,50.92,21.22,14.24,4.055,72.06
2013,9,3,0,50,254.6,715.2,52.1,21.42,14.12,3.81,73.07
2013,9,3,0,55,269.6,722.6,54.04,21.62,13.96,3.831,70.42
2013,9,3,1,0,285,732.4,55.48,21.91,13.81,2.742,65.36
2013,9,3,1,5,300.9,745,56.25,22,13.62,2.39,315.5
2013,9,3,1,10,316.7,757.7,56.74,21.43,14.67,4.428,288
2013,9,3,1,15,332.7,769.1,57.49,21.2,15.2,3.179,295.9
2013,9,3,1,20,348,776.8,58.75,21.47,14.99,2.798,307.2
2013,9,3,1,25,363.4,785.1,59.63,21.82,14.33,3.062,297.3
2013,9,3,1,30,379.9,796.7,60.22,21.79,14.61,3.056,294.3
2013,9,3,1,35,393.9,801,61.23,22.02,14.52,3.299,293.3
2013,9,3,1,40,409.2,808,62.03,22.09,14.5,3.123,292.1
2013,9,3,1,45,425.4,818,62.71,22.3,14.41,3.426,285.3
2013,9,3,1,50,440.4,826,62.93,22.5,14.18,3.48,281.2
2013,9,3,1,55,455.6,833,63.94,22.55,13.98,3.368,284.3
2013,9,3,2,0,470,838,64.51,22.76,13.87,3.624,279.7
2013,9,3,2,5,485.1,846,64.51,22.72,13.95,3.179,284
2013,9,3,2,10,499.1,850,65.7,22.9,13.87,3.376,279
2013,9,3,2,15,513.7,856,66.29,23.09,13.7,3.134,290.1
2013,9,3,2,20,528,861,66.96,23.35,13.6,3.339,282.2
2013,9,3,2,25,542.8,867,68.03,23.52,13.43,3.413,280.4
2013,9,3,2,30,556.8,873,68.29,23.58,13.35,3.216,274.1
2013,9,3,2,35,569.5,876,68.66,23.57,13.47,3.637,279.9
2013,9,3,2,40,582.9,881,69.14,23.8,13.23,3.24,285.3
2013,9,3,2,45,595.4,883,70.53,23.94,13.19,3.363,284
2013,9,3,2,50,608.6,890,69.53,24.01,13.22,2.723,284.8
2013,9,3,2,55,621.1,894,69.77,24.12,13.12,2.819,268.3
2013,9,3,3,0,633.4,896,71.35,24.25,13.11,3.472,280.8
2013,9,3,3,5,645.7,901,70.66,24.76,12.68,3.578,280.5
2013,9,3,3,10,658.5,906,71.25,24.72,12.69,2.191,267.7
2013,9,3,3,15,670.8,911,71.53,24.44,12.86,2.904,285.6
2013,9,3,3,20,682.3,915,71.69,24.63,12.73,1.719,276.2
2013,9,3,3,25,693.5,918,72.27,25.19,12.32,2.952,266.8
2013,9,3,3,30,705.3,924,71.76,25.01,12.42,2.849,261.3
2013,9,3,3,35,715.1,925,72.14,24.92,12.48,2.952,262.9
2013,9,3,3,40,725.6,927,73.37,25.3,12.32,3.363,264.5
2013,9,3,3,45,735.9,931,73.77,25.45,12.1,3.403,263.1
2013,9,3,3,50,745.7,932,75.01,25.27,12.22,1.602,234.4
2013,9,3,3,55,753.2,931,76.14,25.99,11.8,3.52,261.5
2013,9,3,4,0,761.4,933,75.87,26.01,11.69,3.778,264.4
2013,9,3,4,5,770.3,938,75.05,25.93,11.67,2.867,278
2013,9,3,4,10,780,941,75.8,25.82,11.75,1.629,249.7
2013,9,3,4,15,788,942,77.25,26.32,11.51,3.195,247.9
2013,9,3,4,20,794.3,944,75.94,26.17,11.57,2.734,304.1
2013,9,3,4,25,801,946,76.47,26.26,11.51,2.156,306.9
2013,9,3,4,30,807,946,77.01,26.25,11.42,3.925,249.8
2013,9,3,4,35,815,949,77.07,26.1,11.41,3.309,260.1
2013,9,3,4,40,823,953,77.67,26.08,11.4,1.37,203.1
2013,9,3,4,45,824,947,79.94,26.4,11.26,1.613,41.82
2013,9,3,4,50,831,950,80.1,26.55,11.09,2.526,304.5
2013,9,3,4,55,835,951,79.46,26.52,11.16,2.585,275.4
2013,9,3,5,0,839,953,79.3,26.94,10.87,4.135,268.7
2013,9,3,5,5,844,954,79.94,26.77,10.91,2.982,295.2
2013,9,3,5,10,846,953,80.2,26.63,11.05,2.369,287.3
2013,9,3,5,15,845,948,81.2,26.79,10.97,1.654,252
2013,9,3,5,20,850,951,81.7,27.21,11.05,3.538,247.4
2013,9,3,5,25,852,951,82,27.18,11.21,3.842,213.9
2013,9,3,5,30,855,954,81.5,27.41,10.97,4.556,236.6
2013,9,3,5,35,858,955,82.3,27.06,11.16,4.369,265.8
2013,9,3,5,40,855,948,83.7,27,11.68,4.487,255.4
2013,9,3,5,45,858,954,82.9,27.1,11.7,3.893,229.3
2013,9,3,5,50,858,952,83.3,27.71,11.45,4.329,237.6
2013,9,3,5,55,858,954,82.9,27.81,10.89,4.329,255
2013,9,3,6,0,859,957,81.8,27.66,11.23,4.273,210
2013,9,3,6,5,854,952,81.8,27.37,11.47,2.278,210.8
2013,9,3,6,10,852,951,81.9,27.51,11.49,3.405,265
2013,9,3,6,15,852,952,82.3,28.04,11.09,4.244,229.8
2013,9,3,6,20,848,950,82.5,27.56,11.42,4.034,247.6
2013,9,3,6,25,846,952,81.1,27.73,11.46,4.484,237.5
2013,9,3,6,30,842,948,82,27.55,11.38,4.955,248.9
2013,9,3,6,35,839,949,81.1,27.56,11.26,5.155,254.4
2013,9,3,6,40,835,948,81.6,27.19,11.4,3.89,274.1
2013,9,3,6,45,831,949,80.2,27.81,10.96,4.004,240.6
2013,9,3,6,50,826,948,80,27.57,11.02,3.312,257.6
2013,9,3,6,55,822,947,80.4,27.69,10.76,2.02,297.6
2013,9,3,7,0,816,945,80.4,27.86,10.54,3.32,274.2
2013,9,3,7,5,811,946,79.73,27.98,10.54,3.757,274.4
2013,9,3,7,10,804,944,79.27,28.13,10.4,3.781,269.3
2013,9,3,7,15,795.1,939,79.87,28.01,10.54,3.877,264.1
2013,9,3,7,20,787.8,938,79.48,27.66,10.71,1.871,296.1
2013,9,3,7,25,776.3,930,79.66,27.9,10.6,3.658,285.7
2013,9,3,7,30,771.2,931,80.1,28.22,10.37,4.393,248
2013,9,3,7,35,762.6,929,79.59,28.46,10.19,3.253,221.4
2013,9,3,7,40,755.3,928,79.77,28.22,10.36,1.775,259.3
2013,9,3,7,45,747,926,79.65,28.27,10.36,3.376,241.5
2013,9,3,7,50,737,922,80,28.36,10.34,2.691,255.9
2013,9,3,7,55,726.6,918,79.69,28.52,10.29,1.626,252.8
2013,9,3,8,0,715.2,914,78.93,28.9,10.1,2.524,247
2013,9,3,8,5,703.7,911,77.86,28.77,10.14,3.147,264.7
2013,9,3,8,10,693.8,907,78.54,28.62,10.32,3.152,286.7
2013,9,3,8,15,682.4,903,78.56,28.53,10.41,2.99,309.3
2013,9,3,8,20,671.1,899,78.41,28.95,10.19,3.12,276.9
2013,9,3,8,25,660.8,897,77.97,28.66,10.31,3.269,280.8
2013,9,3,8,30,648,893,77.21,28.5,10.54,4.114,252.8
